mkg-q6q5-9-3,        -320.8403201609736, -4.156556310E-03,-2.767999350E-01,-2.183649140E+00
mkg-q6q5-9-8,        -320.7853394558756, -5.420550570E-02,-6.198117440E-01,-1.957225680E+00
mkg-q6q5-9-12,        -320.8494169473798, -1.165798940E-02,-2.560341310E-01,-2.182421390E+00
mkg-q6q5-9-17,        -320.8021149757672, -7.133300380E-02,-6.230919820E-01,-1.986267720E+00
mkg-q6q5-9-21,        -320.8547133999787, -1.894622950E-02,-2.390940090E-01,-2.178597780E+00
mkg-q6q5-9-26,        -320.8140990093299, -8.422956580E-02,-6.237856040E-01,-2.010839130E+00
mkg-q6q5-9-30,        -320.8576039683133, -2.644744280E-02,-2.239920980E-01,-2.172601330E+00
mkg-q6q5-9-35,        -320.8228736022152, -9.487501640E-02,-6.226621090E-01,-2.033078350E+00
mkg-q6q5-9-48,        -320.8572464838609, -4.232145450E-02,-1.963554580E-01,-2.154482870E+00
mkg-q6q5-9-53,        -320.8323105426450, -1.123520030E-01,-6.156164770E-01,-2.073052990E+00
mkg-q6q5-9-57,        -320.8536101406067, -5.061924800E-02,-1.829411690E-01,-2.142217330E+00
mkg-q6q5-9-62,        -320.8329275155310, -1.200570970E-01,-6.094684540E-01,-2.091199060E+00
mkg-q6q5-9-66,        -320.8467628593987, -5.911340030E-02,-1.692151490E-01,-2.127290470E+00
mkg-q6q5-9-71,        -320.8302873453075, -1.275971000E-01,-6.009275780E-01,-2.108175230E+00
mkg-q6q5-9-75,        -320.8347181146460, -6.792146620E-02,-1.542118150E-01,-2.108114510E+00
mkg-q6q5-9-80,        -320.8230508170603, -1.355872050E-01,-5.883681760E-01,-2.124084570E+00
mkg-q12q5-9-3,        -320.8154085864654, -6.921867790E-02,-1.913304900E-01,-2.348353360E+00
mkg-q12q5-9-8,        -320.7773086193041, -9.128214890E-02,-5.896108100E-01,-2.143272010E+00
mkg-q12q5-9-12,        -320.8320862123307, -5.907854790E-02,-1.973406200E-01,-2.295307880E+00
mkg-q12q5-9-17,        -320.7933485582262, -9.744449060E-02,-5.992163500E-01,-2.123445970E+00
mkg-q12q5-9-21,        -320.8450145249773, -5.034331830E-02,-2.021592540E-01,-2.249511360E+00
mkg-q12q5-9-26,        -320.8068147436281, -1.010630740E-01,-6.069924540E-01,-2.102308640E+00
mkg-q12q5-9-30,        -320.8542320734548, -4.217600000E-02,-2.062929880E-01,-2.206551190E+00
mkg-q12q5-9-35,        -320.8187121207779, -1.031326660E-01,-6.137811350E-01,-2.079213610E+00
mkg-q12q5-9-48,        -320.8550034043065, -2.637747850E-02,-2.130469310E-01,-2.122338940E+00
