mkg-q12q9-9-3,        -320.8144986926936, -2.840237500E-02,-2.766235370E-01,-2.342609760E+00
mkg-q12q9-9-8,        -320.7880520036925, -3.384164100E-01,-2.711909150E-01,-2.346269040E+00
mkg-q12q9-9-12,        -320.8316812285280, -1.686337110E-02,-2.825179870E-01,-2.294026050E+00
mkg-q12q9-9-17,        -320.8035309150619, -3.346060520E-01,-2.764878250E-01,-2.295183030E+00
mkg-q12q9-9-21,        -320.8448574678841, -6.353756410E-03,-2.873782640E-01,-2.251687540E+00
mkg-q12q9-9-26,        -320.8156534455154, -3.317061160E-01,-2.805952030E-01,-2.250417670E+00
mkg-q12q9-9-30,        -320.8540166855157,  3.913743190E-03,-2.916784830E-01,-2.211790890E+00
mkg-q12q9-9-35,        -320.8246721451262, -3.293291610E-01,-2.840197440E-01,-2.207704800E+00
mkg-q12q9-9-48,        -320.8530182401897,  2.495568980E-02,-2.992599050E-01,-2.133579110E+00
mkg-q12q9-9-53,        -320.8286909145733, -3.258765520E-01,-2.894463850E-01,-2.121691480E+00
mkg-q12q9-9-57,        -320.8340084752722,  3.611024170E-02,-3.026889620E-01,-2.093387860E+00
mkg-q12q9-9-62,        -320.8178727980518, -3.249014680E-01,-2.915786830E-01,-2.075927770E+00
mkg-q12q9-9-66,        -320.7880051224448,  4.790874920E-02,-3.058872850E-01,-2.050974860E+00
mkg-q12q9-9-71,        -320.7892354703474, -3.245977320E-01,-2.933629600E-01,-2.026160780E+00
mkg-q12q9-9-75,        -320.6791810705737,  6.084422830E-02,-3.087931570E-01,-2.003237650E+00
mkg-q12q9-9-80,        -320.7213287578604, -3.250929560E-01,-2.948299690E-01,-1.968178450E+00
mkg-q12q10-9-3,        -320.8149096469190, -1.004831580E-02,-2.866343850E-01,-2.415435410E+00
mkg-q12q10-9-8,        -320.7794485920251, -4.138155130E-01,-2.269879900E-01,-2.038237110E+00
mkg-q12q10-9-12,        -320.8317376880809, -4.827295270E-04,-2.923770440E-01,-2.362491040E+00
mkg-q12q10-9-17,        -320.7948328109081, -4.077831000E-01,-2.318002630E-01,-2.007622990E+00
mkg-q12q10-9-21,        -320.8446603316555,  7.667637720E-03,-2.969598130E-01,-2.316423960E+00
mkg-q12q10-9-26,        -320.8072051358396, -3.996078380E-01,-2.361821070E-01,-1.979680080E+00
mkg-q12q10-9-30,        -320.8536891570144,  1.517087510E-02,-3.009010190E-01,-2.272973780E+00
mkg-q12q10-9-35,        -320.8168399206232, -3.894941280E-01,-2.404243090E-01,-1.952315080E+00
mkg-q12q10-9-48,        -320.8530137309896,  2.921016390E-02,-3.075254410E-01,-2.187484920E+00
mkg-q12q10-9-53,        -320.8243143584090, -3.633051410E-01,-2.489025450E-01,-1.895911590E+00
mkg-q12q10-9-57,        -320.8347283147721,  3.590197010E-02,-3.103178260E-01,-2.143327020E+00
mkg-q12q10-9-62,        -320.8177467086053, -3.468322290E-01,-2.532882780E-01,-1.865441860E+00
mkg-q12q10-9-66,        -320.7903311764931,  4.235187410E-02,-3.127533020E-01,-2.096532160E+00
mkg-q12q10-9-71,        -320.7974300575232, -3.275443580E-01,-2.579053080E-01,-1.831917380E+00
mkg-q12q10-9-75,        -320.6853937598183,  4.863922260E-02,-3.147444380E-01,-2.043688290E+00
mkg-q12q10-9-80,        -320.7479222208455, -3.042909480E-01,-2.629792330E-01,-1.791950410E+00
mkg-q12q9-9-0,        -320.7797398899866,  1.474244080E-01,-2.804230850E-01,-2.312784270E+00
mkg-q12q9-9-5,        -320.8157009754205, -1.437198060E-01,-2.739782770E-01,-2.350240990E+00
mkg-q12q9-9-9,        -320.7970692281999,  1.697197550E-01,-2.872923970E-01,-2.268774260E+00
mkg-q12q9-9-14,        -320.8324365147532, -1.361546430E-01,-2.795014470E-01,-2.299873530E+00
mkg-q12q9-9-18,        -320.8106742555893,  1.904366600E-01,-2.932379940E-01,-2.230464910E+00
mkg-q12q9-9-23,        -320.8452673468003, -1.295730550E-01,-2.839125420E-01,-2.255917030E+00
mkg-q12q9-9-27,        -320.8207686563021,  2.109012090E-01,-2.987495670E-01,-2.194505690E+00
mkg-q12q9-9-32,        -320.8541946998353, -1.233777750E-01,-2.877087470E-01,-2.214332710E+00
mkg-q12q9-9-45,        -320.8253141356515,  2.535022220E-01,-3.091639040E-01,-2.124602440E+00
mkg-q12q9-9-50,        -320.8532080595518, -1.113952140E-01,-2.941008270E-01,-2.132126910E+00
mkg-q12q9-9-54,        -320.8134494778495,  2.767671330E-01,-3.142936520E-01,-2.088943800E+00
mkg-q12q9-9-59,        -320.8346120307238, -1.055355940E-01,-2.968011450E-01,-2.089440540E+00
mkg-q12q9-9-63,        -320.7820572785682,  3.024634780E-01,-3.195376790E-01,-2.051333130E+00
mkg-q12q9-9-68,        -320.7896040841745, -9.989794430E-02,-2.991528980E-01,-2.044016630E+00
mkg-q12q9-9-72,        -320.7076296782574,  3.327851000E-01,-3.251496990E-01,-2.008746290E+00
mkg-q12q9-9-77,        -320.6831746267297, -9.467070340E-02,-3.010515120E-01,-1.992435490E+00
mkg-q12q10-9-0,        -320.7759614892648,  2.682531600E-01,-3.280393060E-01,-2.646057220E+00
mkg-q12q10-9-5,        -320.8145787688748, -1.600007470E-01,-2.641104180E-01,-2.278785410E+00
mkg-q12q10-9-9,        -320.7910461870450,  2.825843760E-01,-3.342022400E-01,-2.587898320E+00
mkg-q12q10-9-14,        -320.8315494134422, -1.507398980E-01,-2.697217260E-01,-2.233082510E+00
mkg-q12q10-9-18,        -320.8031807784110,  2.946288320E-01,-3.390761970E-01,-2.537188230E+00
mkg-q12q10-9-23,        -320.8445916596085, -1.419566840E-01,-2.743693360E-01,-2.193057640E+00
mkg-q12q10-9-27,        -320.8127080877491,  3.055615410E-01,-3.432332070E-01,-2.489081420E+00
mkg-q12q10-9-32,        -320.8536984652456, -1.330710250E-01,-2.784999300E-01,-2.155171380E+00
mkg-q12q10-9-45,        -320.8204747249570,  3.258737510E-01,-3.501649660E-01,-2.393460740E+00
mkg-q12q10-9-50,        -320.8530198806044, -1.140225590E-01,-2.858333910E-01,-2.080430000E+00
mkg-q12q10-9-54,        -320.8144336773078,  3.360148250E-01,-3.531478950E-01,-2.343554790E+00
mkg-q12q10-9-59,        -320.8346036830620, -1.035466170E-01,-2.891785740E-01,-2.041777960E+00
mkg-q12q10-9-63,        -320.7951433709954,  3.470988960E-01,-3.559555760E-01,-2.290265770E+00
mkg-q12q10-9-68,        -320.7898753811771, -9.228026120E-02,-2.923205480E-01,-2.000800030E+00
mkg-q12q10-9-72,        -320.7478320657723,  3.614591860E-01,-3.588595110E-01,-2.229768470E+00
mkg-q12q10-9-77,        -320.6840623196214, -7.989468260E-02,-2.951990760E-01,-1.954421530E+00
mkg-q12q9-9-1,        -320.7977868908845,  8.697375000E-02,-2.793705300E-01,-2.326669670E+00
mkg-q12q9-9-6,        -320.8111492720321, -2.034235580E-01,-2.728420320E-01,-2.351430120E+00
mkg-q12q9-9-10,        -320.8151736773931,  1.045377000E-01,-2.858291680E-01,-2.280754560E+00
mkg-q12q9-9-15,        -320.8275715002943, -1.973832910E-01,-2.782356110E-01,-2.300482300E+00
mkg-q12q9-9-19,        -320.8286705869582,  1.208360150E-01,-2.913307500E-01,-2.240781390E+00
mkg-q12q9-9-24,        -320.8402185785194, -1.923220000E-01,-2.824904850E-01,-2.255977340E+00
mkg-q12q9-9-28,        -320.8383842317686,  1.369475560E-01,-2.963529360E-01,-2.203221310E+00
mkg-q12q9-9-33,        -320.8491405553436, -1.877138480E-01,-2.861094480E-01,-2.213778920E+00
mkg-q12q9-9-46,        -320.8402837562401,  1.705498140E-01,-3.056135470E-01,-2.130041540E+00
mkg-q12q9-9-51,        -320.8491926643644, -1.792956840E-01,-2.920615740E-01,-2.129929200E+00
mkg-q12q9-9-55,        -320.8249221330203,  1.888705780E-01,-3.100500170E-01,-2.092651960E+00
mkg-q12q9-9-60,        -320.8322611706273, -1.755181350E-01,-2.944947870E-01,-2.086087500E+00
mkg-q12q9-9-64,        -320.7864056117445,  2.089581410E-01,-3.144623860E-01,-2.053264480E+00
mkg-q12q9-9-69,        -320.7908045851021, -1.722559520E-01,-2.965565980E-01,-2.039144860E+00
mkg-q12q9-9-73,        -320.6954387962519,  2.323292190E-01,-3.189597290E-01,-2.008875350E+00
mkg-q12q9-9-78,        -320.6928920609469, -1.698525910E-01,-2.981588450E-01,-1.985457480E+00
mkg-q12q10-9-1,        -320.7965414671023,  1.593765450E-01,-3.119750030E-01,-2.560193760E+00
mkg-q12q10-9-6,        -320.8082315642062, -2.358967460E-01,-2.528129540E-01,-2.207569780E+00
mkg-q12q10-9-10,        -320.8124838780341,  1.708114910E-01,-3.179003090E-01,-2.502550710E+00
mkg-q12q10-9-15,        -320.8249878521423, -2.269437050E-01,-2.582911490E-01,-2.166216800E+00
mkg-q12q10-9-19,        -320.8250491884942,  1.802263900E-01,-3.225734430E-01,-2.452411170E+00
mkg-q12q10-9-24,        -320.8379976208807, -2.178309590E-01,-2.629422980E-01,-2.129732970E+00
mkg-q12q10-9-28,        -320.8344215077962,  1.885979770E-01,-3.265436780E-01,-2.405030510E+00
mkg-q12q10-9-33,        -320.8473099682625, -2.081302210E-01,-2.671731750E-01,-2.095011400E+00
mkg-q12q10-9-46,        -320.8386031495097,  2.034918020E-01,-3.330680210E-01,-2.311415410E+00
mkg-q12q10-9-51,        -320.8485414064270, -1.860592540E-01,-2.749378930E-01,-2.026098000E+00
mkg-q12q10-9-55,        -320.8273184250619,  2.103984980E-01,-3.357787150E-01,-2.262819990E+00
mkg-q12q10-9-60,        -320.8327887349812, -1.732763790E-01,-2.786290720E-01,-1.990256440E+00
mkg-q12q10-9-64,        -320.7974092646743,  2.173607510E-01,-3.381918550E-01,-2.211126100E+00
mkg-q12q10-9-69,        -320.7935914350155, -1.590060000E-01,-2.822443060E-01,-1.952073420E+00
mkg-q12q10-9-73,        -320.7263624251041,  2.255407080E-01,-3.404094150E-01,-2.152656250E+00
mkg-q12q10-9-78,        -320.7008954508922, -1.426173010E-01,-2.857956400E-01,-1.908551040E+00
mkg-q12q9-9-2,        -320.8084778924125,  2.891046030E-02,-2.780287900E-01,-2.335967380E+00
